rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1257,2088.01,2088,441765914,441765914,1,PC,17h25m29.97s,261.374894,,,+75d52m56.21s,75.88228,,,-18.935,0.044,-0.044,0,1,-1.971,0.055,-0.055,0,1,2458769.614,0.003953,-0.003953,0,1,124.725199,0.003029,-0.003029,0,1,7.126561,0.383146,-0.383146,0,1,1883.701723,98.45425,-98.45425,0,1,3.582759,0.608149,-0.608149,0,1,1.733858,,,,,292.6666,,,,,10.8812,0.006,-0.006,0,1,126.46,0.359,-0.359,0,1,4902,123.229,-123.229,0,1,4.5026,0.089012,-0.089012,0,1,0.831423,0.053337,-0.053337,0,1,7/15/2020 20:44,9/11/2020 16:00
1258,2089.01,2089,341815197,341815197,1,PC,17h49m13.72s,267.307163,,,+54d24m57.36s,54.415932,,,0.484,0.044,-0.044,0,1,-3.654,0.038,-0.038,0,1,2458690.397,0.008278,-0.008278,0,1,49.994324,0.001842,-0.001842,0,1,5.410611,0.506632,-0.506632,0,1,1634.379858,148.81064,-148.81064,0,1,3.348866,0.534502,-0.534502,0,1,6.384106,,,,,405.410291,,,,,11.5509,0.006,-0.006,0,1,187.927,0.6635,-0.6635,0,1,5274.27,126.47,-126.47,0,1,4.61038,0.088256,-0.088256,0,1,0.779705,0.046472,-0.046472,0,1,7/15/2020 20:44,10/30/2020 1:59
1259,209.01,209,52204645,52204645.01,1,PC,01h17m34.6s,19.394178,,,-66d54m11.04s,-66.903066,,,-12.619,0.058,-0.058,0,1,-138.402,0.033,-0.033,0,1,2458325.884,0.002528,-0.002528,0,1,4.38222,0.001254,-0.001254,0,1,1.437083,0.551256,-0.551256,0,1,1145.273137,153.67494,-153.67494,0,1,2.679996,2.106584,-2.106584,0,1,120.833279,,,,,845.602757,,,,,10.8545,0.006,-0.006,0,1,113.387,0.2725,-0.2725,0,1,4892,179,-179,0,1,4.50955,2.00346,-2.00346,0,1,0.742779,0.050477,-0.050477,0,1,10/22/2018 18:34,11/6/2020 10:00
1260,2090.01,2090,233721037,233721037,1,PC,18h25m34.57s,276.394048,,,+64d38m12.77s,64.636881,,,-9.763,0.05,-0.05,0,1,33.89,0.049,-0.049,0,1,2458715.334,0.011393,-0.011393,0,1,230.92212,0.015268,-0.015268,0,1,15.860266,0.916073,-0.916073,0,1,284.924743,38.032257,-38.032257,0,1,3.67858,0.952809,-0.952809,0,1,10.509566,,,,,459.214872,,,,,8.80613,0.006,-0.006,0,1,203.217,1.1105,-1.1105,0,1,6395,125.712,-125.712,0,1,3.89312,0.0877,-0.0877,0,1,2.1204,0.094578,-0.094578,0,1,7/15/2020 20:44,9/23/2020 10:00
1261,2091.01,2091,219778329,219778329,1,PC,17h35m24.5s,263.852071,,,+64d22m48.48s,64.380132,,,12.042,0.063,-0.063,0,1,-74.434,0.054,-0.054,0,1,2458742.875,0.005412,-0.005412,0,1,177.219004,0.007769,-0.007769,0,1,5.569971,0.619614,-0.619614,0,1,295.150196,36.436832,-36.436832,0,1,2.044101,0.95196,-0.95196,0,1,3.445282,,,,,347.476908,,,,,8.1529,0.006,-0.006,0,1,70.2105,0.13425,-0.13425,0,1,5809,121.651,-121.651,0,1,4.33351,0.073798,-0.073798,0,1,1.15025,0.054367,-0.054367,0,1,7/15/2020 20:44,9/23/2020 10:00
1262,2092.01,2092,393965778,393965778,1,PC,14h10m11.4s,212.547487,,,+45d33m49.92s,45.563868,,,95.843,0.044,-0.044,0,1,-29.282,0.047,-0.047,0,1,2458740.678,0.002482,-0.002482,0,1,4.303042,0.000083,-0.000083,0,1,2.315837,0.465879,-0.465879,0,1,821.124351,83.91744,-83.91744,0,1,3.189379,1.378648,-1.378648,0,1,340.475833,,,,,1095.573004,,,,,10.6375,0.006,-0.006,0,1,176.759,1.008,-1.008,0,1,5468.73,114.582,-114.582,0,1,4.37458,0.079287,-0.079287,0,1,1.0519,0.052354,-0.052354,0,1,7/15/2020 20:44,1/9/2021 12:01
1263,2093.01,2093,402898317,402898317,1,PC,20h10m57.01s,302.737523,,,+70d52m10.75s,70.869653,,,-36.894,0.043,-0.043,0,1,55.129,0.046,-0.046,0,1,2458751.6,0.006232,-0.006232,0,1,53.820626,0.002748,-0.002748,0,1,4.868938,0.644692,-0.644692,0,1,891.402529,98.49189,-98.49189,0,1,2.154915,1.372781,-1.372781,0,1,3.063957,,,,,337.435231,,,,,10.6699,0.006,-0.006,0,1,82.7982,0.1586,-0.1586,0,1,4455,125.547,-125.547,0,1,4.55621,0.099875,-0.099875,0,1,0.730261,0.059849,-0.059849,0,1,7/15/2020 20:44,1/9/2021 12:01
1264,2094.01,2094,356016119,356016119,1,PC,16h56m34.21s,254.142533,,,+70d01m38.34s,70.027316,,,-55.269,0.063,-0.063,0,1,0.038,0.079,-0.079,0,1,2458691.329,0.003234,-0.003234,0,1,18.79174,0.000312,-0.000312,0,1,1.494466,0.556988,-0.556988,0,1,1550.511794,201.91554,-201.91554,0,1,1.542713,1.013486,-1.013486,0,1,1.856555,,,,,297.712241,,,,,12.2669,0.007,-0.007,0,1,50.0248,0.0837,-0.0837,0,1,3457,157,-157,0,1,4.84825,0.00178,-0.00178,0,1,0.376775,0.011227,-0.011227,0,1,7/15/2020 20:44,9/23/2020 16:00
1265,2095.01,2095,235678745,235678745,1,PC,19h02m32.77s,285.636524,,,+75d25m06.65s,75.418514,,,203.44,0.048,-0.048,0,1,-21.318,0.047,-0.047,0,1,2458692.815,0.003797,-0.003797,0,1,17.663343,0.000342,-0.000342,0,1,3.049953,0.585075,-0.585075,0,1,791.986195,68.12478,-68.12478,0,1,1.323048,0.801048,-0.801048,0,1,3.598659,,,,,351.281225,,,,,11.0788,0.007,-0.007,0,1,41.9176,0.05,-0.05,0,1,3746,157,-157,0,1,4.76979,0.006479,-0.006479,0,1,0.463205,0.013592,-0.013592,0,1,7/15/2020 20:44,1/9/2021 12:01
1266,2095.02,2095,235678745,235678745,2,PC,19h02m32.77s,285.636524,,,+75d25m06.65s,75.418514,,,203.44,0.048,-0.048,0,1,-21.318,0.047,-0.047,0,1,2458704.289,0.005276,-0.005276,0,1,28.173889,0.000968,-0.000968,0,1,4.189655,0.768426,-0.768426,0,1,749.335796,83.074295,-83.074295,0,1,1.285685,0.761964,-0.761964,0,1,1.93097,,,,,300.65168,,,,,11.0788,0.007,-0.007,0,1,41.9176,0.05,-0.05,0,1,3746,157,-157,0,1,4.76979,0.006479,-0.006479,0,1,0.463205,0.013592,-0.013592,0,1,7/15/2020 20:44,1/9/2021 12:01
1267,2096.01,2096,142748283,142748283,1,PC,10h06m28.49s,151.618699,,,+74d49m37.96s,74.827211,,,-26.044,0.076,-0.076,0,1,-75.114,0.094,-0.094,0,1,2458684.833,0.002765,-0.002765,0,1,3.119035,0.000063,-0.000063,0,1,1.271571,0.549214,-0.549214,0,1,3200.931891,500.2663,-500.2663,0,1,1.471985,0.703092,-0.703092,0,1,10.084743,,,,,454.502165,,,,,13.4764,0.007,-0.007,0,1,48.4809,0.098,-0.098,0,1,3285,157,-157,0,1,4.98992,0.014318,-0.014318,0,1,0.247331,0.007347,-0.007347,0,1,7/15/2020 20:44,2/27/2021 12:01
1268,2096.02,2096,142748283,142748283,2,PC,10h06m28.49s,151.618699,,,+74d49m37.96s,74.827211,,,-26.044,0.076,-0.076,0,1,-75.114,0.094,-0.094,0,1,2458687.54,0.002453,-0.002453,0,1,6.387611,0.000106,-0.000106,0,1,1.246105,0.340837,-0.340837,0,1,6606.206709,671.7106,-671.7106,0,1,2.077026,0.562187,-0.562187,0,1,3.877697,,,,,357.901262,,,,,13.4764,0.007,-0.007,0,1,48.4809,0.098,-0.098,0,1,3285,157,-157,0,1,4.98992,0.014318,-0.014318,0,1,0.247331,0.007347,-0.007347,0,1,7/15/2020 20:44,2/27/2021 12:01
1269,2097.01,2097,279982557,279982557,1,FP,19h49m34.5s,297.393769,,,+66d17m38.25s,66.293958,,,-29.674,0.043,-0.043,0,1,13.444,0.042,-0.042,0,1,2458712.393,0.002287,-0.002287,0,1,1.789022,0.000036,-0.000036,0,1,1.919056,0.433437,-0.433437,0,1,391.625167,41.727295,-41.727295,0,1,1.67418,1.133074,-1.133074,0,1,554.826118,,,,,1237.824213,,,,,11.6685,0.006,-0.006,0,1,198.345,0.7935,-0.7935,0,1,5264,133.906,-133.906,0,1,4.59586,0.084036,-0.084036,0,1,0.791524,0.044769,-0.044769,0,1,7/15/2020 20:44,11/15/2020 12:00
1270,2098.01,2098,356700488,356700488,1,PC,16h57m49.36s,254.455649,,,+68d41m58.49s,68.699581,,,13.667,0.06,-0.06,0,1,-20.542,0.077,-0.077,0,1,2458932.869,0.006703,-0.006703,0,1,,,,0,1,11.060747,0.534165,-0.534165,0,1,248.843982,25.905146,-25.905146,0,1,2.556004,0.385452,-0.385452,0,1,13.820112,,,,,491.753706,,,,,8.20773,0.006,-0.006,0,1,148.944,0.669,-0.669,0,1,7788,126.105,-126.105,0,1,4.32577,0.074527,-0.074527,0,1,1.54578,0.043538,-0.043538,0,1,7/15/2020 20:44,7/17/2020 12:00
1271,2099.01,2099,230386397,230386397,1,PC,19h03m08.64s,285.786011,,,+64d13m48.92s,64.230256,,,13.957,0.037,-0.037,0,1,64.235,0.04,-0.04,0,1,2458690.282,0.00439,-0.00439,0,1,19.509289,0.000426,-0.000426,0,1,5.269849,0.231806,-0.231806,0,1,2215.870915,204.30655,-204.30655,0,1,4.313055,0.516937,-0.516937,0,1,10.202253,,,,,455.820415,,,,,11.2011,0.006,-0.006,0,1,95.3985,0.1655,-0.1655,0,1,4316,115.142,-115.142,0,1,4.56,0.098027,-0.098027,0,1,0.71133,0.057121,-0.057121,0,1,7/15/2020 20:44,9/23/2020 10:00
1272,210.01,210,141608198,141608198,1,PC,05h55m50.84s,88.96184,,,-73d59m07.04s,-73.985288,,,80.456,0.078,-0.078,0,1,-139.153,0.114,-0.114,0,1,2459203.847,0.003062,-0.003062,0,1,9.010568,0.002389,-0.002389,0,1,1.815801,0.52277,-0.52277,0,1,4368.01879,502.06122,-502.06122,0,1,2.201129,0.94985,-0.94985,0,1,3.356807,,,,,345.224291,,,,,12.5395,0.008,-0.008,0,1,42.8091,0.09895,-0.09895,0,1,3275,,,0,1,4.438,,,0,1,0.330146,0.009966,-0.009966,0,1,10/22/2018 18:35,2/19/2021 16:00
1273,2100.01,2100,219436394,219436394,1,PC,13h42m22.43s,205.59347,,,+76d38m52.73s,76.647981,,,-48.068,0.042,-0.042,0,1,3.251,0.041,-0.041,0,1,2458706.661,0.004198,-0.004198,0,1,23.657487,0.000702,-0.000702,0,1,2.300365,0.858427,-0.858427,0,1,1082.223172,143.35919,-143.35919,0,1,2.800153,3.445775,-3.445775,0,1,23.556341,,,,,561.884055,,,,,10.8676,0.006,-0.006,0,1,163.982,0.6435,-0.6435,0,1,5535,122.408,-122.408,0,1,4.57126,0.079079,-0.079079,0,1,0.846615,0.042698,-0.042698,0,1,7/15/2020 20:44,1/9/2021 12:01
1274,2101.01,2101,165527918,165527918,1,PC,17h44m32.09s,266.13371,,,+54d05m27.5s,54.090971,,,12.459,0.037,-0.037,0,1,-38.062,0.044,-0.044,0,1,2458690.425,0.003565,-0.003565,0,1,9.07519,0.000164,-0.000164,0,1,3.600758,0.609726,-0.609726,0,1,546.183564,46.077,-46.077,0,1,2.358403,1.685068,-1.685068,0,1,122.870496,,,,,849.1446,,,,,10.6397,0.006,-0.006,0,1,178.427,0.591,-0.591,0,1,5619,133.1,-133.1,0,1,4.44,0.08,-0.08,0,1,0.997589,0.053219,-0.053219,0,1,7/15/2020 22:35,9/23/2020 10:00
1275,2102.01,2102,289590465,289590465,1,PC,16h53m46.27s,253.442793,,,+65d17m38.26s,65.293961,,,-11.609,0.046,-0.046,0,1,-36.14,0.048,-0.048,0,1,2458687.583,0.003645,-0.003645,0,1,6.706054,0.000135,-0.000135,0,1,1.841421,0.338177,-0.338177,0,1,591.084375,68.01771,-68.01771,0,1,2.287659,0.421935,-0.421935,0,1,100.778543,,,,,808.093788,,,,,11.4106,0.006,-0.006,0,1,183.737,0.6945,-0.6945,0,1,5292,125.791,-125.791,0,1,4.58201,0.084333,-0.084333,0,1,0.807811,0.045214,-0.045214,0,1,7/15/2020 22:35,9/23/2020 10:00
1276,2103.01,2103,160491359,160491359,1,PC,15h56m04.06s,239.016918,,,+73d04m26.11s,73.07392,,,-77.706,0.041,-0.041,0,1,15.186,0.046,-0.046,0,1,2458684.101,0.002035,-0.002035,0,1,2.662259,0.000037,-0.000037,0,1,1.898989,0.222243,-0.222243,0,1,230.051881,23.495577,-23.495577,0,1,1.210464,1.449227,-1.449227,0,1,267.410066,,,,,1031.36927,,,,,10.3366,0.006,-0.006,0,1,95.5156,0.1938,-0.1938,0,1,4884,123.5,-123.5,0,1,4.54,0.09,-0.09,0,1,0.799716,0.053186,-0.053186,0,1,7/15/2020 22:35,9/23/2020 10:00
1277,2104.01,2104,367630162,367630162,1,PC,10h06m26.93s,151.612215,,,+83d05m16.22s,83.08784,,,-88.917,0.037,-0.037,0,1,-132.175,0.035,-0.035,0,1,2458683.649,0.001926,-0.001926,0,1,3.272336,0.00004,-0.00004,0,1,1.693216,0.285821,-0.285821,0,1,366.143681,41.02176,-41.02176,0,1,1.370264,1.988541,-1.988541,0,1,169.504153,,,,,920.26909,,,,,10.0556,0.006,-0.006,0,1,76.7418,0.1274,-0.1274,0,1,4907,121.6,-121.6,0,1,4.62,0.09,-0.09,0,1,0.723757,0.046548,-0.046548,0,1,7/15/2020 22:35,9/23/2020 10:00
1278,2104.02,2104,367630162,367630162,2,PC,10h06m26.93s,151.612215,,,+83d05m16.22s,83.08784,,,-88.917,0.037,-0.037,0,1,-132.175,0.035,-0.035,0,1,2458688.454,0.003317,-0.003317,0,1,5.904441,0.000108,-0.000108,0,1,2.804232,0.412435,-0.412435,0,1,397.67729,46.487434,-46.487434,0,1,1.544811,0.720968,-0.720968,0,1,77.164766,,,,,755.917693,,,,,10.0556,0.006,-0.006,0,1,76.7418,0.1274,-0.1274,0,1,4907,121.6,-121.6,0,1,4.62,0.09,-0.09,0,1,0.723757,0.046548,-0.046548,0,1,9/23/2020 20:00,9/24/2020 12:00
1279,2105.01,2105,156199502,156199502,1,PC,12h04m15.47s,181.064438,,,+83d26m16.92s,83.438034,,,-250.6,0.047,-0.047,0,1,88.434,0.036,-0.036,0,1,2458690.163,0.002529,-0.002529,0,1,15.915193,0.000232,-0.000232,0,1,1.200186,0.373236,-0.373236,0,1,668.361319,77.367424,-77.367424,0,1,2.158574,3.204229,-3.204229,0,1,23.411708,,,,,561.019586,,,,,9.8565,0.006,-0.006,0,1,72.9091,0.1173,-0.1173,0,1,4718,121.745,-121.745,0,1,4.49012,0.092553,-0.092553,0,1,0.821067,0.057663,-0.057663,0,1,7/15/2020 22:35,9/15/2020 10:00
1280,2106.01,2106,393911494,393911494,1,PC,13h48m42.83s,207.178453,,,+44d54m42.31s,44.911752,,,-28.575,0.042,-0.042,0,1,-63.889,0.06,-0.06,0,1,2458899.862,0.000576,-0.000576,0,1,0.633259,0.000013,-0.000013,0,1,0.862201,0.056651,-0.056651,0,1,1191.45972,75.69162,-75.69162,0,1,5.30279,3.747408,-3.747408,0,1,4030.751247,,,,,2032.199073,,,,,9.85649,0.006,-0.006,0,1,121.167,0.4895,-0.4895,0,1,5590,122.048,-122.048,0,1,4.45374,0.078828,-0.078828,0,1,0.976212,0.048327,-0.048327,0,1,7/15/2020 22:35,2/27/2021 12:01
1281,2107.01,2107,446549906,446549906,1,PC,19h07m11.17s,286.796541,,,-58d41m48.61s,-58.696835,,,3.888,0.053,-0.053,0,1,-8.107,0.049,-0.049,0,1,2458654.615,0.00051,-0.00051,0,1,2.45457,,,0,1,2.39,0.054,-0.054,0,1,19250,3.89327,-3.89327,0,1,14.183,0.745426,-0.745426,0,1,508.468,,,,,1322,,,,,11.3819,0.006,-0.006,0,1,236.705,1.919,-1.919,0,1,5565,124.9,-124.9,0,1,4.45,0.08,-0.08,0,1,0.97,0.05,-0.05,0,1,7/17/2020 14:54,10/12/2020 10:00
1282,2108.01,2108,347538174,347538174,1,APC,16h29m55.58s,247.481601,,,+21d29m42.58s,21.495162,,,-0.39,0.056,-0.056,0,1,7.572,0.053,-0.053,0,1,2458984.688,0.00369,-0.00369,0,1,6.80539,0.00189,-0.00189,0,1,2.876,0.583,-0.583,0,1,20150,1891.18,-1891.18,0,1,24.5348,6.90193,-6.90193,0,1,383.952,,,,,1233,,,,,10.223,0.008,-0.008,0,1,251.884,2.739,-2.739,0,1,6300,133.3,-133.3,0,1,4.22,0.09,-0.09,0,1,1.42,0.07,-0.07,0,1,7/28/2020 21:38,8/21/2020 12:00
1283,2109.01,2109,392476080,392476080,1,PC,16h52m44.71s,253.186297,,,+16d34m47.69s,16.579915,,,-8.449,0.043,-0.043,0,1,-9.257,0.051,-0.051,0,1,2458984.389,0.00042,-0.00042,0,1,0.67249,0.00002,-0.00002,0,1,1.801,0.125,-0.125,0,1,7890,2.01878,-2.01878,0,1,15.7288,0.739851,-0.739851,0,1,14429,,,,,3053,,,,,9.78569,0.006,-0.006,0,1,262.041,2.7255,-2.7255,0,1,6647,135.1,-135.1,0,1,4.12,0.09,-0.09,0,1,1.7,0.07,-0.07,0,1,7/28/2020 21:38,11/3/2020 12:00
1284,211.01,211,300293197,300293197,1,APC,07h21m07.13s,110.279707,,,-68d34m42.12s,-68.578366,,,5.8,1.6,-1.6,0,1,9.3,1.6,-1.6,0,1,2459175.997,0.001586,-0.001586,0,1,6.562717,0.000851,-0.000851,0,1,1.822309,0.108794,-0.108794,0,1,2023.677252,265.90558,-265.90558,0,1,6.08144,0.75704,-0.75704,0,1,239.62653,,,,,1003.467877,,,,,9.4906,0.006,-0.006,0,1,121.321,,,0,1,5873.97,102.627,-102.627,0,1,4.35182,0.109989,-0.109989,0,1,1.08871,,,0,1,10/22/2018 18:35,2/3/2021 10:00
1285,2110.01,2110,394029948,394029948,1,PC,18h48m55.11s,282.229631,,,+78d34m08.21s,78.568946,,,27.204,0.046,-0.046,0,1,20.522,0.041,-0.041,0,1,2458687.555,0.00851,-0.00851,0,1,32.76639,0.00245,-0.00245,0,1,6.089,0.782,-0.782,0,1,500,1.92442,-1.92442,0,1,3.20531,0.260256,-0.260256,0,1,38.3962,,,,,693,,,,,9.69902,0.006,-0.006,0,1,182.323,0.7245,-0.7245,0,1,6073,134,-134,0,1,4.21,0.08,-0.08,0,1,1.39,0.07,-0.07,0,1,7/28/2020 21:38,11/17/2020 12:00
1286,2111.01,2111,356235833,356235833,1,FP,17h20m23.13s,260.096376,,,+20d16m54.68s,20.281856,,,-51.299,0.028,-0.028,0,1,-174.989,0.034,-0.034,0,1,2458984.371,0.000779,-0.000779,0,1,1.269342,0.000036,-0.000036,0,1,1.018435,0.183017,-0.183017,0,1,626.147135,31.238977,-31.238977,0,1,2.458628,1.568566,-1.568566,0,1,1427.166029,,,,,1567.61126,,,,,9.1597,0.006,-0.006,0,1,83.1749,0.1674,-0.1674,0,1,5477,121.4,-121.4,0,1,4.46,0.08,-0.08,0,1,0.952786,0.048603,-0.048603,0,1,7/28/2020 21:38,9/23/2020 16:00
1287,2112.01,2112,427320001,427320001,1,PC,22h55m25.04s,343.854335,,,+70d17m50.24s,70.29729,,,38.327,0.049,-0.049,0,1,1.357,0.044,-0.044,0,1,2458777.054,0.00847,-0.00847,0,1,14.01235,0.00065,-0.00065,0,1,5.479,0.404,-0.404,0,1,350,0.531334,-0.531334,0,1,2.95082,0.165846,-0.165846,0,1,294.202,,,,,1153,,,,,7.1776,0.006,-0.006,0,1,86.1058,0.19105,-0.19105,0,1,7184,121.9,-121.9,0,1,4.25,0.08,-0.08,0,1,1.58,0.06,-0.06,0,1,7/28/2020 21:38,11/17/2020 12:00
1288,2113.01,2113,1400212743,1400212743,1,PC,17h49m25.1s,267.354593,,,+40d27m25.58s,40.457105,,,-2.666,0.048,-0.048,0,1,-63.694,0.061,-0.061,0,1,2458984.224,0.00888,-0.00888,0,1,5.24612,0.004,-0.004,0,1,4.194,0.62,-0.62,0,1,1030,3.56524,-3.56524,0,1,5.61881,1.29107,-1.29107,0,1,368.522,,,,,1220,,,,,10.5163,0.006,-0.006,0,1,250.755,1.8115,-1.8115,0,1,5286.9,691.4,-691.4,0,1,,,,0,1,1.76,0.39,-0.39,0,1,7/28/2020 21:38,7/30/2020 12:00
1289,2114.01,2114,9828416,9828416.01,1,PC,17h24m23.13s,261.096395,,,+33d12m18.26s,33.205073,,,-7.865,0.04,-0.04,0,1,-3.024,0.045,-0.045,0,1,2458986.273,0.00153,-0.00153,0,1,6.21075,0.00078,-0.00078,0,1,4.347,0.148,-0.148,0,1,4290,0.808023,-0.808023,0,1,13.8714,0.668022,-0.668022,0,1,528.7,,,,,1335,,,,,9.8251,0.007,-0.007,0,1,317.845,2.447,-2.447,0,1,6382,131.3,-131.3,0,1,3.9,0.09,-0.09,0,1,2.1,0.1,-0.1,0,1,7/28/2020 21:38,11/30/2020 3:13
1290,2115.01,2115,54464870,54464870.01,1,FP,01h18m22.89s,19.595393,,,+63d32m42.31s,63.545086,,,-5.424,0.063,-0.063,0,1,10.006,0.069,-0.069,0,1,2458792.69,0.00937,-0.00937,0,1,3.69443,0.00019,-0.00019,0,1,4.665,0.559,-0.559,0,1,210,0.400177,-0.400177,0,1,3.02321,0.175769,-0.175769,0,1,5384.59,,,,,2386,,,,,8.29254,0.006,-0.006,0,1,213.097,2.6725,-2.6725,0,1,8153,224.6,-224.6,0,1,4.09,0.08,-0.08,0,1,2.11,0.07,-0.07,0,1,7/28/2020 21:38,2/25/2021 12:01
1291,2116.01,2116,422838133,422838133,1,FP,01h35m19.07s,23.829473,,,+72d56m12.64s,72.936844,,,-5.951,0.04,-0.04,0,1,1.354,0.045,-0.045,0,1,2458796.527,0.01277,-0.01277,0,1,5.30896,0.00039,-0.00039,0,1,5.75,0.494,-0.494,0,1,500,0.547251,-0.547251,0,1,3.64031,0.209084,-0.209084,0,1,1998.84,,,,,1862,,,,,9.68129,0.006,-0.006,0,1,239.945,1.52,-1.52,0,1,6927,319.6,-319.6,0,1,4.18,0.1,-0.1,0,1,1.65,0.07,-0.07,0,1,7/28/2020 21:38,9/18/2020 12:02
1292,2117.01,2117,279212407,279212407,1,FP,01h42m45.71s,25.690461,,,+65d53m44.77s,65.895769,,,26.394,0.042,-0.042,0,1,-12.294,0.044,-0.044,0,1,2458799.446,0.00283,-0.00283,0,1,28.66214,0.00052,-0.00052,0,1,4.435,0.398,-0.398,0,1,3040,149.498,-149.498,0,1,12.7756,2.39074,-2.39074,0,1,121.621,,,,,925,,,,,9.98272,0.006,-0.006,0,1,255.917,2.0205,-2.0205,0,1,6280,503,-503,0,1,4.05,0.13,-0.13,0,1,1.72,0.08,-0.08,0,1,7/28/2020 21:38,8/2/2020 12:00
1293,2118.01,2118,17416749,17416749.01,1,PC,16h08m48.24s,242.201,,,+35d41m28.09s,35.691135,,,-8.05,0.093,-0.093,0,1,-26.801,0.132,-0.132,0,1,2458956.569,0.00399,-0.00399,0,1,2.34483,0.00033,-0.00033,0,1,1.417,0.353,-0.353,0,1,370,1.27335,-1.27335,0,1,4.2647,0.322806,-0.322806,0,1,580.577,,,,,1367,,,,,8.63532,0.006,-0.006,0,1,186.825,2.2255,-2.2255,0,1,6398,126.4,-126.4,0,1,3.89,0.09,-0.09,0,1,2.13,0.09,-0.09,0,1,7/28/2020 21:38,1/12/2021 10:00
1294,2119.01,2119,236387002,236387002,1,CP,16h17m43.17s,244.429882,,,+26d18m15.16s,26.304211,,,-29.295,0.062,-0.062,0,1,6.824,0.073,-0.073,0,1,2458958.678,0.000107,-0.000107,0,1,7.200858,0.000026,-0.000026,0,1,2.044084,0.006967,-0.006967,0,1,52862.56074,201.03822,-201.03822,0,1,12.118567,0.361411,-0.361411,0,1,11.253886,,,,,467.138189,,,,,10.3978,0.007,-0.007,0,1,31.4006,0.0429,-0.0429,0,1,3606,157,-157,0,1,4.74,0.01,-0.01,0,1,0.4983,0.014805,-0.014805,0,1,7/29/2020 5:09,12/1/2020 3:10
1295,212.01,212,206609630,206609630,1,PC,01h30m12.01s,22.550024,,,-59d34m59.69s,-59.583246,,,-116.97,2,-2,0,1,-16.69,2,-2,0,1,2458325.491,0.00007,-0.00007,0,1,0.67054,,,0,1,0.455,0.091,-0.091,0,1,5340,26.3394,-26.3394,0,1,4.4688,0.776006,-0.776006,0,1,,,,,,,,,,,12.5595,0.008,-0.008,0,1,,,,0,1,3332,63,-63,0,1,4.94964,0.399131,-0.399131,0,1,0.3,0.05,-0.05,0,1,10/22/2018 18:35,11/18/2020 10:00
1296,2120.01,2120,389900760,389900760,1,PC,01h34m01.76s,23.507315,,,+65d30m50.36s,65.513988,,,306.282,0.065,-0.065,0,1,-215.531,0.078,-0.078,0,1,2458795.823,0.001609,-0.001609,0,1,5.79981,0.000061,-0.000061,0,1,0.921501,0.133791,-0.133791,0,1,9351.2573,809.36707,-809.36707,0,1,2.581596,0.244717,-0.244717,0,1,3.736717,,,,,354.602924,,,,,12.8233,0.007,-0.007,0,1,32.1755,0.05285,-0.05285,0,1,3179,157,-157,0,1,4.99978,0.015363,-0.015363,0,1,0.240233,0.007282,-0.007282,0,1,7/29/2020 5:13,12/5/2020 12:01
1297,2121.01,2121,88996391,88996391.01,1,PC,17h35m46.65s,263.944366,,,+36d11m47.37s,36.196492,,,-16.54,2.198,-2.198,0,1,-23.999,2.198,-2.198,0,1,2458983.631,0.000443,-0.000443,0,1,2.319565,0.000035,-0.000035,0,1,2.025909,0.031862,-0.031862,0,1,19508.69536,290.3744,-290.3744,0,1,12.403072,2.579078,-2.579078,0,1,195.48799,,,,,953.673621,,,,,11.9441,0.006,-0.006,0,1,,,,0,1,4325.66,44.2312,-44.2312,0,1,4.438,,,0,1,0.628365,0.057501,-0.057501,0,1,7/29/2020 5:13,11/30/2020 3:13
