rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1960,442.01,442,70899085,70899085.01,1,CP,04h16m45.65s,64.190221,,,-12d05m05.51s,-12.084864,,,49.766,0.044,-0.044,0,1,-197.253,0.034,-0.034,0,1,2459196.115,0.000509,-0.000509,0,1,4.052037,0.000004,-0.000004,0,1,1.287,0.243,-0.243,0,1,4840,1.66096,-1.66096,0,1,4.66737,0.164016,-0.164016,0,1,17.2156,,,,,567,,,,,10.7329,0.007,-0.007,0,1,52.616,0.11525,-0.11525,0,1,3779,157,-157,0,1,4.64,0.01,-0.01,0,1,0.61,0.02,-0.02,0,1,1/31/2019 16:53,2/2/2021 10:00
1961,443.01,443,117979897,117979897,1,KP,04h47m17.86s,71.824435,,,-17d06m54.63s,-17.115174,,,7.532,0.034,-0.034,0,1,-1.95,0.044,-0.044,0,1,2459174.841,0.000975,-0.000975,0,1,3.31058,0.000234,-0.000234,0,1,3.741547,0.075142,-0.075142,0,1,9366.119036,152.38748,-152.38748,0,1,13.549149,0.694478,-0.694478,0,1,1061.592537,,,,,1455.825137,,,,,12.0682,0.006,-0.006,0,1,516.543,8.5035,-8.5035,0,1,6030,121.9,-121.9,0,1,4.22,0.08,-0.08,0,1,1.35143,0.064975,-0.064975,0,1,1/31/2019 16:53,2/3/2021 10:00
1962,444.01,444,179034327,179034327,1,PC,04h16m44.16s,64.183998,,,-26d45m59.07s,-26.766407,,,-25.83,0.035,-0.035,0,1,-116.428,0.045,-0.045,0,1,2459190.037,0.001895,-0.001895,0,1,17.96359,0.000067,-0.000067,0,1,3.756,0.449,-0.449,0,1,1286,0.683294,-0.683294,0,1,2.6288,0.175209,-0.175209,0,1,22.7261,,,,,608,,,,,9.0567,0.006,-0.006,0,1,57.3973,0.0827,-0.0827,0,1,5229,183,-183,0,1,4.55429,0.424663,-0.424663,0,1,0.79,0.05,-0.05,0,1,1/31/2019 16:53,2/1/2021 10:00
1963,445.01,445,14091704,14091704.01,1,PC,05h09m17.66s,77.323576,,,-36d35m27.72s,-36.591034,,,21.66,0.059,-0.059,0,1,-15.71,0.077,-0.077,0,1,2458438.417,0.0006,-0.0006,0,1,0.76502,0.00003,-0.00003,0,1,1.028,0.163,-0.163,0,1,1901.359985,3.64386,-3.64386,0,1,7.67076,0.453215,-0.453215,0,1,16372.5,,,,,3151,,,,,9.1577,0.006,-0.006,0,1,176.617,1.117,-1.117,0,1,6307.899902,124.199997,-124.199997,0,1,3.97,0.11,-0.11,0,1,1.6,0.06,-0.06,0,1,1/31/2019 16:53,1/6/2021 12:01
1964,446.01,446,1449640,1449640.01,1,APC,05h00m41.18s,75.17158,,,-35d12m09.63s,-35.202674,,,-6.448,0.034,-0.034,0,1,-14.791,0.04,-0.04,0,1,2458440.434,0.00115,-0.00115,0,1,3.50175,0.0003,-0.0003,0,1,3.804,0.1,-0.1,0,1,14123.3,2.44777,-2.44777,0,1,22.1692,0.476849,-0.476849,0,1,1131.39,,,,,1615,,,,,11.921,0.006,-0.006,0,1,674.155,10.14,-10.14,0,1,6383.9,54.6,-54.6,0,1,4.03,0.18,-0.18,0,1,1.7,0.03,-0.03,0,1,1/31/2019 16:53,2/3/2021 10:00
1965,447.01,447,14091633,14091633.01,1,APC,05h09m02.44s,77.260156,,,-36d27m52.12s,-36.464478,,,-7.173,0.046,-0.046,0,1,18.997,0.063,-0.063,0,1,2459176.319,0.000212,-0.000212,0,1,5.529274,0.000091,-0.000091,0,1,2.542935,0.016637,-0.016637,0,1,17914.45767,137.96593,-137.96593,0,1,23.545851,1.928895,-1.928895,0,1,549.29695,,,,,1234.72871,,,,,8.8695,0.006,-0.006,0,1,126.177,0.447,-0.447,0,1,6350,95.4,-95.4,0,1,4.34,0.3,-0.3,0,1,1.26396,0.05589,-0.05589,0,1,1/31/2019 16:53,2/2/2021 16:00
1966,448.01,448,1528696,1528696.01,1,CP,05h03m10.89s,75.795382,,,-30d23m58.06s,-30.399461,,,-9.339,0.025,-0.025,0,1,-21.995,0.026,-0.026,0,1,2458438.406,0.00109,-0.00109,0,1,0.88202,0.00007,-0.00007,0,1,0.58,0.093,-0.093,0,1,9750,2345.85,-2345.85,0,1,16.8114,,,0,1,326.744,,,,,1184,,,,,13.1686,0.006,-0.006,0,1,308.262,1.4125,-1.4125,0,1,4669,122,-122,0,1,4.52,,,0,1,0.78,,,0,1,1/31/2019 16:53,12/18/2020 12:01
1967,449.01,449,139528693,139528693,1,KP,04h15m01.5s,63.756266,,,-22d06m59s,-22.11639,,,-0.463,0.042,-0.042,0,1,6.424,0.044,-0.044,0,1,2459175.59,0.000863,-0.000863,0,1,2.175103,0.000133,-0.000133,0,1,4.70281,0.069178,-0.069178,0,1,7997.938539,103.8925,-103.8925,0,1,18.824422,0.97845,-0.97845,0,1,4812.830348,,,,,2124.319755,,,,,11.8282,0.007,-0.007,0,1,754.258,16.7375,-16.7375,0,1,6291,130.1,-130.1,0,1,3.9,0.09,-0.09,0,1,2.0626,0.102535,-0.102535,0,1,1/31/2019 16:53,2/3/2021 10:00
1968,450.01,450,77951245,77951245.01,1,APC,05h16m01.22s,79.005088,,,-31d24m45.7s,-31.412694,,,34.246,0.08,-0.08,0,1,-0.735,0.089,-0.089,0,1,2459182.487,0.000436,-0.000436,0,1,10.714866,0.000598,-0.000598,0,1,2.112158,0.046093,-0.046093,0,1,56325.91737,1176.411,-1176.411,0,1,14.037554,5.989421,-5.989421,0,1,3.15415,,,,,339.891529,,,,,12.4258,0.008,-0.008,0,1,53.5063,0.13255,-0.13255,0,1,3054,,,0,1,4.438,,,0,1,0.422267,0.012717,-0.012717,0,1,1/31/2019 16:53,2/3/2021 10:00
1969,451.01,451,257605131,257605131,1,PC,04h11m51.93s,62.966385,,,-37d56m23.03s,-37.93973,,,-11.167,0.039,-0.039,0,1,12.375,0.054,-0.054,0,1,2459169.417,0.002035,-0.002035,0,1,16.364972,0.000078,-0.000078,0,1,3.974,0.37,-0.37,0,1,2010,1.17911,-1.17911,0,1,3.73429,0.217857,-0.217857,0,1,38.6762,,,,,694,,,,,10.2666,0.006,-0.006,0,1,123.739,0.385,-0.385,0,1,5481,127.6,-127.6,0,1,4.56,0.08,-0.08,0,1,0.86,0.04,-0.04,0,1,1/31/2019 16:53,2/1/2021 10:00
1970,452.01,452,139733308,139733308,1,KP,04h28m53.48s,67.222847,,,-21d28m55.41s,-21.482057,,,-0.026,0.036,-0.036,0,1,-22.048,0.04,-0.04,0,1,2459174.696,0.000647,-0.000647,0,1,4.763571,0.000216,-0.000216,0,1,3.050107,0.054736,-0.054736,0,1,13115.16019,159.7955,-159.7955,0,1,10.283038,0.603433,-0.603433,0,1,183.230463,,,,,938.359315,,,,,11.9012,0.006,-0.006,0,1,246.384,1.7305,-1.7305,0,1,5258,123,-123,0,1,4.51,0.08,-0.08,0,1,0.87551,0.049196,-0.049196,0,1,1/31/2019 16:53,2/3/2021 10:00
1971,453.01,453,452808876,452808876,1,KP,04h50m38.54s,72.660592,,,+01d53m37.81s,1.893836,,,-16.151,0.064,-0.064,0,1,-18.866,0.044,-0.044,0,1,2458438.966,0.0004,-0.0004,0,1,2.70582,0.00008,-0.00008,0,1,4.968,0.031,-0.031,0,1,7500,0.107904,-0.107904,0,1,18.4904,0.986603,-0.986603,0,1,3557.29,,,,,2151,,,,,9.538961,0.006,-0.006,0,1,275.664,3.0885,-3.0885,0,1,6441.6,145.8,-145.8,0,1,3.91,0.09,-0.09,0,1,2.1,0.11,-0.11,0,1,1/31/2019 16:53,5/20/2020 16:00
1972,454.01,454,153077621,153077621,1,PC,03h18m38.38s,49.659937,,,-42d38m32.38s,-42.642329,,,-50.736,0.042,-0.042,0,1,6.323,0.055,-0.055,0,1,2459155.609,0.000707,-0.000707,0,1,18.08262,0.000026,-0.000026,0,1,2.169,0.272,-0.272,0,1,7380,57.5217,-57.5217,0,1,3.00961,0.753355,-0.753355,0,1,,,,,,,,,,,9.441,0.037,-0.037,0,1,78.7806,0.16345,-0.16345,0,1,3321,117,-117,0,1,4.95373,0.559906,-0.559906,0,1,0.3,0.07,-0.07,0,1,1/31/2019 17:54,1/5/2021 16:00
1973,455.01,455,98796344,98796344.01,1,CP,03h01m50.99s,45.462478,,,-16d35m40.19s,-16.594496,,,-369.196,0.14,-0.14,0,1,-268.51,0.147,-0.147,0,1,2459168.295,0.000728,-0.000728,0,1,5.35877,0.000009,-0.000009,0,1,1.261,0.126,-0.126,0,1,1250,1.29101,-1.29101,0,1,1.22302,0.05037,-0.05037,0,1,5.27187,,,,,422,,,,,8.84294,0.008,-0.008,0,1,6.86929,0.003805,-0.003805,0,1,3562,83,-83,0,1,4.97389,0.060229,-0.060229,0,1,0.28,0.01,-0.01,0,1,1/31/2019 17:54,2/1/2021 10:00
1974,456.01,456,77228304,77228304.01,1,FP,04h36m27.98s,69.116563,,,-41d14m46.3s,-41.246194,,,63.868,0.228,-0.228,0,1,10.099,0.249,-0.249,0,1,2458410.951,0.001209,-0.001209,0,1,0.336826,0.000017,-0.000017,0,1,0.883311,0.114655,-0.114655,0,1,18251.29297,2199.779541,-2199.779541,0,1,15.240658,1.416672,-1.416672,0,1,11129.64648,,,,,2619.630859,,,,,15.7298,0.016,-0.016,0,1,39.4781,0.1915,-0.1915,0,1,5780,,,0,1,4.438,,,0,1,1,,,0,1,1/31/2019 17:54,12/17/2019 10:00
1975,457.01,457,89256802,89256802.01,1,PC,03h54m54.09s,58.725356,,,-26d25m24.28s,-26.423411,,,95.26,2,-2,0,1,61.41,2,-2,0,1,2459168.895,0.000704,-0.000704,0,1,1.176358,0.000117,-0.000117,0,1,0.237,0.048,-0.048,0,1,9590,214.522,-214.522,0,1,9.12095,0.872968,-0.872968,0,1,2.50687,,,,,350,,,,,13.741,0.011,-0.011,0,1,,,,0,1,3054,97,-97,0,1,5.08962,0.539242,-0.539242,0,1,0.51,0.02,-0.02,0,1,1/31/2019 17:54,1/30/2021 10:00
1976,458.01,458,64071894,64071894.01,1,PC,02h36m32.71s,39.136304,,,-22d14m41.99s,-22.244996,,,111.699,0.066,-0.066,0,1,27.448,0.084,-0.084,0,1,2459167.907,0.002509,-0.002509,0,1,17.528984,0.000085,-0.000085,0,1,1.948,0.684,-0.684,0,1,1273,2.60738,-2.60738,0,1,2.73733,0.227939,-0.227939,0,1,11.4937,,,,,512,,,,,9.6438,0.006,-0.006,0,1,76.6986,0.21015,-0.21015,0,1,5164,182,-182,0,1,4.5371,0.278842,-0.278842,0,1,0.83,0.05,-0.05,0,1,1/31/2019 17:54,12/22/2020 10:00
1977,459.01,459,38603673,38603673.01,1,APC,04h17m39.61s,64.415043,,,-61d23m31.24s,-61.39201,,,10.212,0.038,-0.038,0,1,21.583,0.042,-0.042,0,1,2459183.714,0.000767,-0.000767,0,1,4.429138,0.000006,-0.000006,0,1,0.732,0.158,-0.158,0,1,730,420.589,-420.589,0,1,12.8463,4.73343,-4.73343,0,1,309.587,,,,,1168,,,,,9.5473,0.006,-0.006,0,1,286.94,1.764,-1.764,0,1,6559.17,40.1349,-40.1349,0,1,3.95184,0.110061,-0.110061,0,1,2.08,0.09,-0.09,0,1,1/31/2019 17:54,1/29/2021 10:00
1978,460.01,460,9804616,9804616.01,1,FP,03h10m34.44s,47.64349,,,-09d16m36.52s,-9.276812,,,83.543,0.211,-0.211,0,1,-7.547,0.235,-0.235,0,1,2458411.066,0.000479,-0.000479,0,1,0.516835,0.000016,-0.000016,0,1,0.936413,0.044024,-0.044024,0,1,33190.70703,1349.093262,-1349.093262,0,1,6.597837,3.470252,-3.470252,0,1,118.667641,,,,,841.788208,,,,,14.1118,0.009,-0.009,0,1,210.988,7.761,-7.761,0,1,3274,101,-101,0,1,4.9794,0.522163,-0.522163,0,1,0.273,0.06,-0.06,0,1,1/31/2019 17:54,10/19/2020 15:32
1979,461.01,461,4646810,4646810.01,1,PC,02h33m05.1s,38.271253,,,-10d21m07.84s,-10.352178,,,-173.029,0.077,-0.077,0,1,-92.131,0.069,-0.069,0,1,2458416.346,0.00194,-0.00194,0,1,14.490034,0.002807,-0.002807,0,1,1.59402,0.35676,-0.35676,0,1,904.801758,96.064682,-96.064682,0,1,2.56584,1.066955,-1.066955,0,1,29.483107,,,,,594.310059,,,,,8.8723,0.006,-0.006,0,1,45.5621,0.08815,-0.08815,0,1,4884,96,-96,0,1,4.49,0.18,-0.18,0,1,0.781407,0.083917,-0.083917,0,1,1/31/2019 17:54,12/17/2019 10:00
1980,462.01,462,420049884,420049884,1,PC,02h25m06.35s,36.276465,,,+01d19m24.78s,1.32355,,,26.47,2,-2,0,1,-29.74,2,-2,0,1,2458414.821,0.004905,-0.004905,0,1,4.106842,0.001393,-0.001393,0,1,3.142685,0.698093,-0.698093,0,1,914.990784,103.691292,-103.691292,0,1,2.807559,3.564245,-3.564245,0,1,238.542404,,,,,1002.330933,,,,,10.6573,0.006,-0.006,0,1,205.366,,,0,1,5205,183,-183,0,1,4.45924,2.00371,-2.00371,0,1,0.918571,0.918571,-0.918571,0,1,1/31/2019 17:54,12/17/2019 10:00
1981,463.01,463,176831592,176831592,1,FP,03h15m49.74s,48.957233,,,-32d48m08.63s,-32.802396,,,59.356,0.033,-0.033,0,1,10.852,0.038,-0.038,0,1,2458411.535,0.001297,-0.001297,0,1,1.266876,0.000097,-0.000097,0,1,1.976753,0.082404,-0.082404,0,1,3508.552918,124.85697,-124.85697,0,1,15.186363,10.251426,-10.251426,0,1,6207.837728,,,,,2263.887485,,,,,9.1013,0.006,-0.006,0,1,187.812,0.942,-0.942,0,1,6497.8,83,-83,0,1,4.17,0.16,-0.16,0,1,1.57512,0.179832,-0.179832,0,1,1/31/2019 17:54,12/28/2020 16:00
1982,464.01,464,398733009,398733009,1,FP,02h08m40.75s,32.169791,,,-09d02m45.76s,-9.046045,,,11.782,0.104,-0.104,0,1,-9.057,0.091,-0.091,0,1,2458411.562,0.00143,-0.00143,0,1,0.818498,0.000082,-0.000082,0,1,0.944231,0.133635,-0.133635,0,1,54403.63672,4370.912109,-4370.912109,0,1,4.470249,0.227883,-0.227883,0,1,150983.7344,,,,,5027.502441,,,,,15.61,0,0,0,1,2220.36,309.14,-309.14,0,1,31000,,,0,1,5.59998,,,0,1,0.18,,,0,1,1/31/2019 17:54,11/25/2020 12:00
1983,465.01,465,270380593,270380593,1,KP,02h11m07.7s,32.782085,,,+02d25m05.5s,2.418194,,,74.19,0.089,-0.089,0,1,40.056,0.08,-0.08,0,1,2459169.859,0.000563,-0.000563,0,1,3.836154,0.000005,-0.000005,0,1,2.274,0.334,-0.334,0,1,5630,2.27956,-2.27956,0,1,6.68688,0.45502,-0.45502,0,1,159.681,,,,,990,,,,,10.7307,0.006,-0.006,0,1,122.066,0.6445,-0.6445,0,1,4910,,,0,1,4.60108,,,0,1,0.85,0.05,-0.05,0,1,1/31/2019 17:54,2/1/2021 10:00
1984,466.01,466,4616072,4616072.01,1,KP,06h47m58.62s,101.994246,,,-21d54m38.56s,-21.910711,,,-3.181,0.017,-0.017,0,1,3.683,0.03,-0.03,0,1,2458469.062,0.002086,-0.002086,0,1,4.18599,0.000656,-0.000656,0,1,2.846073,0.152545,-0.152545,0,1,12941.97266,555.396667,-555.396667,0,1,19.057358,18.143288,-18.143288,0,1,1330.956787,,,,,1540.496582,,,,,12.8893,0.011,-0.011,0,1,772.11,11.145,-11.145,0,1,6675,195,-195,0,1,4.20094,,,0,1,1.5613,1.48549,-1.48549,0,1,2/22/2019 14:51,12/17/2019 10:00
1985,467.01,467,20178111,20178111.01,1,FP,05h59m35.38s,89.897418,,,-40d23m44.69s,-40.395746,,,-14.62,0.037,-0.037,0,1,5.776,0.043,-0.043,0,1,2458468.622,0.001911,-0.001911,0,1,1.734422,0.000265,-0.000265,0,1,2.183707,0.104703,-0.104703,0,1,1813.322632,142.087357,-142.087357,0,1,5.13675,0.694865,-0.694865,0,1,1231.40686,,,,,1510.845825,,,,,10.2767,0.006,-0.006,0,1,151.504,0.5135,-0.5135,0,1,5890,191,-191,0,1,4.48757,0.273706,-0.273706,0,1,0.976838,0.120244,-0.120244,0,1,2/22/2019 14:51,12/17/2019 10:00
1986,468.01,468,33521996,33521996.01,1,KP,05h52m35.23s,88.146808,,,-19d01m53.86s,-19.031627,,,-2.533,0.042,-0.042,0,1,7.349,0.061,-0.061,0,1,2459220.82,0.000571,-0.000571,0,1,3.32526,0.000005,-0.000005,0,1,1.842,0.157,-0.157,0,1,31600,7.25686,-7.25686,0,1,11.2202,0.380401,-0.380401,0,1,34.367,,,,,674,,,,,13.3383,0.007,-0.007,0,1,169.318,1.058,-1.058,0,1,3724,,,0,1,4.68255,,,0,1,0.6,0.02,-0.02,0,1,2/22/2019 14:51,2/19/2021 16:00
1987,469.01,469,33692729,33692729.01,1,CP,06h12m13.88s,93.057845,,,-14d38m57.54s,-14.649317,,,-79.262,0.077,-0.077,0,1,162.701,0.077,-0.077,0,1,2459210.631,0.001928,-0.001928,0,1,13.6308,0.00006,-0.00006,0,1,3.907,0.286,-0.286,0,1,900,0.374057,-0.374057,0,1,3.12712,0.188442,-0.188442,0,1,46.1726,,,,,726,,,,,8.7615,0.006,-0.006,0,1,68.192,0.17675,-0.17675,0,1,6114,194,-194,0,1,4.5101,0.263951,-0.263951,0,1,1.01,0.06,-0.06,0,1,2/22/2019 14:51,2/19/2021 16:00
1988,470.01,470,37770169,37770169.01,1,PC,06h16m02.38s,94.009904,,,-25d01m53.08s,-25.031411,,,52.515,0.028,-0.028,0,1,-67.02,0.039,-0.039,0,1,2459205.982,0.001855,-0.001855,0,1,12.191422,0.000045,-0.000045,0,1,3.075,0.253,-0.253,0,1,2500,1.52517,-1.52517,0,1,4.33056,0.285186,-0.285186,0,1,30.7241,,,,,655,,,,,10.6995,0.006,-0.006,0,1,130.46,0.3995,-0.3995,0,1,5418,185,-185,0,1,4.57259,0.29621,-0.29621,0,1,0.84,0.05,-0.05,0,1,2/22/2019 14:51,2/19/2021 16:00
1989,471.01,471,47911178,47911178.01,1,KP,06h33m24.26s,98.351102,,,-23d29m09.91s,-23.486086,,,-2.569,0.027,-0.027,0,1,24.992,0.043,-0.043,0,1,2459223.302,0.000132,-0.000132,0,1,3.585706,0.000001,-0.000001,0,1,2.361,0.028,-0.028,0,1,12620,0.389684,-0.389684,0,1,15.6324,0.732544,-0.732544,0,1,423.286,,,,,1263,,,,,9.79059,0.006,-0.006,0,1,201.224,1.1455,-1.1455,0,1,6400,,,0,1,4.34435,,,0,1,1.35,0.06,-0.06,0,1,2/22/2019 14:51,2/19/2021 16:00
1990,472.01,472,52280468,52280468.01,1,APC,06h39m28.09s,99.86703,,,-33d32m24.8s,-33.540223,,,45.069,3.739,-3.739,0,1,18.418,3.739,-3.739,0,1,2458468.725,0.000065,-0.000065,0,1,0.56826,0.000003,-0.000003,0,1,1.093578,0.005602,-0.005602,0,1,82635.60156,403.073547,-403.073547,0,1,41.564594,7.770934,-7.770934,0,1,584.535461,,,,,1254.072021,,,,,12.3123,0.007,-0.007,0,1,,,,0,1,3294,,,0,1,4.438,,,0,1,1,,,0,1,2/22/2019 14:51,11/30/2020 3:13
1991,473.01,473,52640302,52640302.01,1,KP,06h44m27.58s,101.114922,,,-32d51m30.2s,-32.858388,,,-19.389,0.034,-0.034,0,1,-1.123,0.04,-0.04,0,1,2459202.743,0.000476,-0.000476,0,1,1.573221,0.000054,-0.000054,0,1,2.34462,0.041213,-0.041213,0,1,17578.83597,231.32758,-231.32758,0,1,14.650157,0.792406,-0.792406,0,1,1563.721855,,,,,1603.834776,,,,,12.0506,0.007,-0.007,0,1,369.926,3.0025,-3.0025,0,1,5400,,,0,1,4.38782,,,0,1,1.09539,0.056596,-0.056596,0,1,2/22/2019 14:51,2/19/2021 16:00
1992,474.01,474,59843967,59843967.01,1,KP,06h16m26.9s,94.112091,,,-22d32m48.78s,-22.546882,,,0.266,0.015,-0.015,0,1,2.484,0.026,-0.026,0,1,2459226.055,0.000616,-0.000616,0,1,2.516726,0.000003,-0.000003,0,1,2.426,0.124,-0.124,0,1,15760,3.99283,-3.99283,0,1,12.6988,0.74467,-0.74467,0,1,442.731,,,,,1277,,,,,12.7632,0.007,-0.007,0,1,416.459,2.7085,-2.7085,0,1,5403,,,0,1,4.50146,,,0,1,0.98,0.06,-0.06,0,1,2/22/2019 14:51,2/19/2021 16:00
1993,475.01,475,100608026,100608026,1,PC,05h46m59.6s,86.748329,,,-32d31m57.15s,-32.532543,,,61.463,0.034,-0.034,0,1,127.149,0.036,-0.036,0,1,2459219.089,0.00251,-0.00251,0,1,8.26175,0.000045,-0.000045,0,1,2.356,0.92,-0.92,0,1,1420,6.51119,-6.51119,0,1,2.46444,0.309802,-0.309802,0,1,34.6341,,,,,675,,,,,10.8835,0.006,-0.006,0,1,58.7502,0.0718,-0.0718,0,1,4105,171,-171,0,1,4.60015,0.224825,-0.224825,0,1,0.62,0.06,-0.06,0,1,2/22/2019 14:51,2/19/2021 16:00
1994,476.01,476,156987351,156987351,1,PC,06h38m19.54s,99.581416,,,-47d36m49.92s,-47.613867,,,-0.399,0.06,-0.06,0,1,-1.49,0.062,-0.062,0,1,2459235.621,0.001063,-0.001063,0,1,3.062979,0.000008,-0.000008,0,1,3.386,0.145,-0.145,0,1,5710,1.35992,-1.35992,0,1,15.9432,0.619436,-0.619436,0,1,2487.49,,,,,1967,,,,,8.8742,0.006,-0.006,0,1,244.897,1.922,-1.922,0,1,7691,215,-215,0,1,4.11671,0.365191,-0.365191,0,1,2.05,0.07,-0.07,0,1,2/22/2019 14:51,2/19/2021 16:00
1995,477.01,477,170102285,170102285,1,KP,06h44m30.6s,101.127503,,,-42d45m44.03s,-42.76223,,,-9.014,0.042,-0.042,0,1,-87.771,0.048,-0.048,0,1,2458470.661,0.000354,-0.000354,0,1,2.944405,0.000099,-0.000099,0,1,2.45336,0.028374,-0.028374,0,1,21404.51298,183.15036,-183.15036,0,1,11.440339,0.11837,-0.11837,0,1,272.381453,,,,,1036.129723,,,,,11.7583,0.006,-0.006,0,1,207.49,1.0265,-1.0265,0,1,5150,,,0,1,4.55754,,,0,1,0.77,,,0,1,2/22/2019 14:51,9/30/2020 10:00
1996,478.01,478,172464366,172464366,1,FP,06h40m38.13s,100.158863,,,-27d34m16.54s,-27.571261,,,12.581,0.05,-0.05,0,1,33.688,0.073,-0.073,0,1,2458470.046,0.000448,-0.000448,0,1,2.921685,0.000125,-0.000125,0,1,3.17791,0.030233,-0.030233,0,1,17562.44531,227.469025,-227.469025,0,1,19.091127,3.182325,-3.182325,0,1,1458.399658,,,,,1576.11853,,,,,11.0913,0.006,-0.006,0,1,344.517,4.1875,-4.1875,0,1,6332,196,-196,0,1,4.26074,0.377655,-0.377655,0,1,1.37266,0.22851,-0.22851,0,1,2/22/2019 14:51,12/17/2019 10:00
1997,479.01,479,306362738,306362738,1,KP,06h04m21.53s,91.089719,,,-16d57m55.4s,-16.96539,,,54.769,0.05,-0.05,0,1,-19.061,0.056,-0.056,0,1,2459202.416,0.000301,-0.000301,0,1,2.781738,0.000059,-0.000059,0,1,2.153876,0.020837,-0.020837,0,1,12727.21822,97.71667,-97.71667,0,1,12.68039,0.609047,-0.609047,0,1,615.470714,,,,,1270.344752,,,,,10.8164,0.006,-0.006,0,1,194.553,1.196,-1.196,0,1,5600,,,0,1,4.4291,,,0,1,1.02095,0.048565,-0.048565,0,1,2/22/2019 14:51,2/19/2021 16:00
1998,480.01,480,317548889,317548889,1,PC,05h53m30.83s,88.378462,,,-16d15m55.43s,-16.265397,,,-43.419,0.077,-0.077,0,1,-90.042,0.084,-0.084,0,1,2459224.817,0.002817,-0.002817,0,1,6.865881,0.000038,-0.000038,0,1,3.269,0.355,-0.355,0,1,240,0.257114,-0.257114,0,1,2.43454,0.126036,-0.126036,0,1,261.788,,,,,1120,,,,,6.7799,0.006,-0.006,0,1,54.5306,0.12465,-0.12465,0,1,6212.63,49.0057,-49.0057,0,1,4.438,,,0,1,1.5,0.06,-0.06,0,1,2/22/2019 14:51,2/19/2021 16:00
1999,481.01,481,339672028,339672028,1,CP,07h22m03.04s,110.512686,,,-57d23m05.99s,-57.384998,,,25.676,0.061,-0.061,0,1,-25.387,0.077,-0.077,0,1,2459131.511,0.000471,-0.000471,0,1,10.331146,0.00001,-0.00001,0,1,5.58,0.055,-0.055,0,1,4710,0.052741,-0.052741,0,1,11.9823,0.593227,-0.593227,0,1,209.982,,,,,1060,,,,,9.3935,0.006,-0.006,0,1,179.366,1.0125,-1.0125,0,1,5760,189,-189,0,1,3.97699,0.288134,-0.288134,0,1,1.73,0.09,-0.09,0,1,2/22/2019 14:51,2/19/2021 16:00
2000,482.01,482,365639282,365639282,1,FP,05h25m35.76s,81.399006,,,+08d26m25.8s,8.440499,,,90.8,2,-2,0,1,-86.37,2,-2,0,1,2458472.413,0.004222,-0.004222,0,1,10.8717,0.00594,-0.00594,0,1,2.943958,0.429073,-0.429073,0,1,14603.37207,1752.640625,-1752.640625,0,1,9.098964,23.361732,-23.361732,0,1,4.58694,,,,,373.25061,,,,,13.084,0.007,-0.007,0,1,173.8201,,,0,1,3692,65,-65,0,1,4.78092,0.353337,-0.353337,0,1,0.488,0.074,-0.074,0,1,2/22/2019 14:51,12/17/2019 10:00
2001,483.01,483,393414358,393414358,1,KP,06h17m20.73s,94.336356,,,-38d19m24.18s,-38.323383,,,-17.558,0.039,-0.039,0,1,-27.297,0.043,-0.043,0,1,2459222.727,0.001031,-0.001031,0,1,4.378083,0.00001,-0.00001,0,1,5.414,0.204,-0.204,0,1,7790,2.04844,-2.04844,0,1,15.9679,0.907817,-0.907817,0,1,1044.81,,,,,1583,,,,,10.439,0.006,-0.006,0,1,290.684,2.021,-2.021,0,1,5570,,,0,1,4.01069,,,0,1,1.79,0.1,-0.1,0,1,2/22/2019 14:51,2/19/2021 16:00
2002,484.01,484,427348923,427348923,1,FP,05h34m07.65s,83.531883,,,-00d12m27.94s,-0.207762,,,-25.016,0.076,-0.076,0,1,20.026,0.061,-0.061,0,1,2459196.648,0.001021,-0.001021,0,1,4.728681,0.000009,-0.000009,0,1,4.533,0.191,-0.191,0,1,9990,3.20954,-3.20954,0,1,8.96336,0.808714,-0.808714,0,1,222.388,,,,,1075,,,,,11.6888,0.006,-0.006,0,1,149.953,0.952,-0.952,0,1,4425,90,-90,0,1,4.57,0.13,-0.13,0,1,0.9,0.08,-0.08,0,1,2/22/2019 14:51,2/1/2021 16:00
